Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
444	5.9595913751896505	1.6965945699441447	229.1280031436475	4.128003143647504	3.5963030285124193	1.307817228921922	9.631853242737	1.8343494044118043	7.1856710844848966	2.4877555175522206	84.15976383018955	-86.25228978111659	0.0	141.0	11.277972158630828	3.0400382925719436	60.904886823368976	0.75073027596145
