Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
571	8.099413165815458	1.0616097518007372	298.2624321129124	-36.73756788708761	9.743938944401432	1.0060308103743583	15.624703270876179	2.3009901839606237	13.605950476318611	1.923998432703332
