Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
513	6.0839525510612855	2.073399742738285	150.52104817833543	10.521048178335434	13.669818119359999	0.6109941418803104	10.787528698115226	2.6893553369859693	8.762390101034788	2.975724931565253	105.3572490326913	-114.12741672748746	-24.137291709332363	104.22275528917312	3.118730061515247
