Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
652	4.2904736951875515	0.0	288.14210855834193	-1.8578914416580687	2.6911203402603685	0.69592658060061	3.145233271478088	0.7856301498854703	3.13937378004455	0.7894138434870293	nan	nan	0.0	141.0	6.561203267077881	2.8160565787346252	19.358017291288487	0.2368827180505439
