Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
650	51.69836601399207	1.2175201855841975	66.42527794914231	-23.574722050857687	101.59569149625383	1.2659105632068939	120.21994745420447	9.410746705936633	82.28042903006376	28.02994440776621	29.292314827510708	-72.47071669583733	-20.46555228619754	47.962360808628766	14.342509579076637
