Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
593	9.602220926358507	0.5651826767493768	97.1394576052552	7.139457605255203	17.8428740319597	0.8016714437088062	15.838558389866831	2.4239610005823002	15.203399278987376	1.610671100734308	68.70311940064843	-78.62885982928856	-1.1194039419110424	131.52784563595125	16.268812805076895	8.380168945133747	29.71483596206299	0.40612106171186013
