Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
683	9.480195194491309	0.5794899107324879	191.286518109138	-16.713481890862	45.757214280322856	0.9138461404348127	24.011123007225866	0.7342936736316508	14.254804057314844	1.2688882250040856	47.09460641454393	-85.0653147048437	-18.424318588549426	138.01974629618704	12.825828497832076	8.646737593573508	157.08830904068753	1.792397233490831
