Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
570	7.081377526624749	2.383393270313952	342.5426442573168	22.542644257316795	9.00715416954131	1.7316415687835447	7.471111513387622	4.5486935085636615	13.751580432371714	2.521660795400997	93.50382757948273	-90.51164453317665	11.561419595879832	239.41180991608107	11.793709747220053	2.2663599903802325	46.30633618160449	0.9443960222245764
