Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
299	7.31790142192323	0.5873949283836749	102.67209064435514	-22.327909355644863	14.778434688143218	0.7543368814851922	10.790238320526157	2.1922787176054395	8.37120254031393	2.2300784492094023
