Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast
447	20.390591528997298	0.004134825262703146	264.9757354954123	-0.024264504587677038	57.132865570677204	1.1371469774564362	46.76559730503776	7.561233939340143	27.9802986975889	0.0	65.16153024380111	-62.605847305149666	23.97281480720511	-35.63216278539255	95.54132739353662	-101.7929479570902	-6.959190550815691	184.58423772311232	17.31815051328997	17.383333686433836	20.34704845508908	16.708214668331568	0.7361315290216556
