Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast
130	13.151738056114578	0.0	253.116255138254	13.11625513825399	15.41721820904019	0.41853231758026266	nan	nan	6.906327730298048	0.0	nan	nan	nan	-52.914499225822624	nan	nan	0.0	141.0	17.116666222084326	0.6764390017638888	-12.487794272610426	13.164233274374315	4.727056771655276	-30.069254330586382	-0.34741976589140205
