Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast
102	9.602034874624195	1.0261317307131108	354.36543657303406	-25.63456342696594	13.191109936917824	1.1482449591089312	14.926415366751103	1.2699381601452546	14.68849092868932	2.4366152348237744	104.97668509532994	-60.33393309051428	67.46233915196723	-37.95305157705559	124.3800295039691	-122.032254900147	21.46224711239361	138.13775271819958	16.885702685366144	14.121753132151143	-2.6434863363161867	16.76523946846733	9.483466734082826	404.52359997663854	1.4868802635647436
