Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast
135	6.707535587952598	1.8839967552291828	300.3440813061644	-4.655918693835588	25.379460724480012	1.6873946986134425	20.582964359329377	3.0131516878715727	13.193983016157704	2.3352551395476158	81.39651470676131	-72.1063535399681	63.67350426773834	-21.193152529474048	87.960801197779	-101.7065594303356	8.125285923804002	130.38792911465623	14.968500786507944	15.198975390784984	5.761682332317167	40.48252346502621	0.8005206503928396
