Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
1	31.012352802152755	1.1275493512334778	13.822201149337912	-13.177798850662088	46.25095680317554	2.0886930630283667	50.35689603819852	2.8921698181043753	48.64521965089289	4.665622658915512	73.49042488296102	-60.7837760603943	8.036901360547555	132.6389199567891	36.88013141278528	32.10773365663476	182.27903128666614	1.978760125749941
