  11   11  5 34 28.000 -05 23 48.00 2c 3   725.23   725.23   725.23   725.23   775.97   775.97   775.97   775.97 20.9773  0.0891 1 20.8941  0.1464 1 15.9530  0.0329 1 15.9252  0.0185 1 0.1 0.1 0.5 0.5     0.02     0.01     0.10     0.06     0.00     0.01     0.01     0.07    29.20     6.44   158.20   162.41  2004 10 30 00 00 16
  12   12  5 34 29.000 -05 23 37.00 2b 2    83.86    83.86    84.03    83.88   129.08   129.08   129.11   129.07 21.3157  0.1072 1 20.4239  0.0805 1 16.6399  0.0624 1 15.6952  0.0135 1 0.1 0.1 0.1 0.5     0.02     0.01     0.10     0.05     0.00     0.01     0.01     0.01    24.90    14.12   170.67   276.36  2004 10 29 22 49 16
  13   13  5 34 29.000 -05 23 43.00 2b 3   110.16   110.16   110.12   110.16    69.95    69.95    69.88    69.98 21.9143  0.1976 1 99.9999 21.5264 2 16.6701  0.0536 1 14.8136  0.0120 1 0.1 0.5 0.5 0.5     0.01     0.01     0.09     0.04     0.00     0.01     0.00     0.06    18.84     3.83   140.66   626.49  2004 10 29 23 41 16
  14   14  5 34 32.000 -05 21  7.00 32 3   223.96   223.96   223.92   223.89   325.94   325.79   325.10   325.22 18.1365  0.0174 1 17.9957  0.0211 1 14.3344  0.0125 1 13.9806  0.0110 1 0.5 0.5 0.5 0.5     0.01     0.01     0.08     0.07     0.00     0.01     0.00     0.06   406.22   135.56  1068.23  1025.23  2004 10 29 22 45 16
  15   15  5 34 33.000 -05 22  8.00 32 2   351.87   351.87   351.87   351.87   463.08   463.08   463.08   463.07 99.9999 21.2514 2 20.8380  0.1171 1 15.4589  0.1045 1 15.3696  0.0139 1 0.5 0.1 0.5 0.5     0.02     0.02     0.10     0.08     0.00     0.01     0.03     0.06    29.35     7.76   193.25   393.08  2004 10 30 00 00 16
  16   16  5 34 33.000 -05 23 10.00 2a 2   661.99   662.10   662.22   662.08    93.03    93.05    93.06    93.01 14.9460  0.0103 1 14.2115 99.9999 3 12.2337 99.9999 3 12.1190 99.9999 3 0.5 0.5 0.5 0.5     0.02     0.03     0.08     0.20     0.00     0.01     0.00     0.13  6981.18  4234.56  4106.15  4127.26  2004 10 29 22 49 16
  17   17  5 34 36.000 -05 21 45.00 33 3   693.02   693.02   693.14   693.02   395.25   395.25   395.24   395.25 20.7933  0.0738 1 21.4760  0.1910 1 16.5238  0.0469 1 19.0792  0.1153 1 0.1 0.1 0.5 0.1     0.01     0.01     0.07     0.04     0.00     0.01     0.00     0.06    30.96     4.36    94.19     7.45  2004 10 27 15 53 16
  18   18  5 34 30.000 -05 21 55.00 32 3   775.21   775.21   775.21   775.18   114.13   114.13   114.03   114.15 21.6561  0.1379 1 21.7430  0.2260 1 17.0434  0.0617 1 16.4147  0.0206 1 0.1 0.1 0.1 0.5     0.01     0.01     0.08     0.05     0.00     0.01     0.00     0.06    21.97     4.75   105.72    92.26  2004 10 27 15 44 16
  19   19  5 34 38.000 -05 21 25.00 33 3   291.27   291.27   291.27   291.31   367.73   367.73   367.73   367.70 99.9999 22.8789 2 22.0136  0.2741 1 17.7812  0.0783 1 16.3385  0.0201 1 0.1 0.1 0.1 0.5     0.01     0.01     0.06     0.04     0.00     0.01     0.00     0.06    12.70     3.23    65.44    86.09  2004 10 27 16 12 16
  20   20  5 34 38.000 -05 23 25.00 2a 2   108.03   108.03   108.03   108.03   601.42   601.42   601.42   601.42 99.9999 21.9243 2 99.9999 21.5018 2  0.0000 99.9999 3 19.0225  0.1090 1 0.5 0.5 0.5 0.1     0.02     0.01     0.08     0.04     0.00     0.01     0.00     0.06    18.23     5.07     5.07    10.34  2004 10 27 15 48 16
  21   21  5 34 40.000 -05 21  1.00 33 4   390.86   390.86   390.86   390.86   153.86   153.86   153.86   153.86 99.9999 22.8371 2 99.9999 21.6773 2 99.9999 18.7892 2 19.1941  0.1011 1 0.1 0.5 0.5 0.1     0.02     0.01     0.10     0.06     0.00     0.01     0.01     0.06    14.83     2.41    47.77     9.62  2004 10 29 23 41 16
  22   22  5 34 38.000 -05 24  2.00 2a 3   361.13   361.13   361.13   361.12   265.90   265.90   265.90   265.93 99.9999 99.9999 0 99.9999 21.6619 2 19.4952  0.2597 1 18.2497  0.0677 1 0.5 0.5 0.1 0.1     0.01     0.01     0.07     0.04     0.00     0.01     0.00     0.06     9.62     1.81    35.02    29.58  2004 10 29 22 45 16
  23   23  5 34 40.000 -05 22 42.00 33 2   543.96   544.06   544.35   544.03   475.18   475.16   475.22   475.02 15.2876  0.0107 1 15.6171  0.0112 1 11.7179  0.0109 1 12.3891  0.0104 1 0.5 0.5 0.5 0.5     0.02     0.02     0.10     0.19     0.00     0.01     0.01     0.08  4928.01  1284.16  3906.98  3779.82  2004 10 30 00 00 16
  24   24  5 34 41.000 -05 21 32.00 34 3   666.01   666.01   666.01   666.00   761.86   761.86   761.19   761.84 21.8204  0.1937 1 99.9999 21.7048 2 17.2310  0.0690 1 16.2350  0.0210 1 0.1 0.5 0.1 0.5     0.02     0.01     0.08     0.05     0.00     0.01     0.01     0.06    24.47     5.36    93.21   117.99  2004 10 29 22 49 16
  25   25  5 34 41.000 -05 23 57.00 29 2   301.20   301.20   301.88   301.22    92.04    92.04    92.05    92.04 21.5463  0.1146 1 20.5990  0.0859 1 16.7101  0.0416 1 15.2846  0.0131 1 0.1 0.1 0.5 0.5     0.01     0.01     0.07     0.05     0.00     0.01     0.00     0.06    28.54    16.67   142.84   370.82  2004 10 27 15 53 16
  26   26  5 34 42.000 -05 22 46.00 33 2   719.11   719.11   719.27   719.10   300.03   300.03   300.01   300.04 22.3425  0.2454 1 99.9999 22.3720 2 17.0112  0.0594 1 16.4577  0.0187 1 0.1 0.1 0.1 0.5     0.02     0.02     0.08     0.04     0.00     0.01     0.00     0.04    21.52     3.98   117.78   151.60  2004 10 27 15 44 16
  27   27  5 34 42.000 -05 22 32.00 33 2   585.03   585.03   585.03   585.03   248.64   248.64   248.64   248.64 99.9999 22.8476 2 99.9999 21.6192 2  0.0000 99.9999 3 18.9801  0.0943 1 0.1 0.5 0.5 0.5     0.02     0.02     0.10     0.04     0.00     0.01     0.00     0.04    16.94     2.01     2.01     7.01  2004 10 27 16 12 16
  28   28  5 34 40.000 -05 23 15.00 29 2   735.46   735.46   735.46   735.36   216.94   216.94   216.94   216.95 99.9999 21.9607 2 99.9999 21.5974 2 19.0970  0.1968 1 17.9767  0.0446 1 0.5 0.5 0.1 0.5     0.02     0.02     0.08     0.04     0.00     0.01     0.00     0.04    16.35     2.90    44.28    23.13  2004 10 27 15 48 16
  29   28  5 34 40.000 -05 23 15.00 33 2   794.38   794.38   794.38   794.28   700.15   700.15   700.15   700.15 99.9999 22.7579 2 19.9783  0.0711 1 19.2836  0.2239 1 17.8668  0.0493 1 0.1 0.5 0.1 0.5     0.02     0.00     0.08     0.02     0.00     0.00     0.00     0.04    16.81     2.12    44.77    21.09  2004 10 29 23 41 16
  30   30  5 34 41.000 -05 21 49.00 33 2   196.28   196.28   196.28   196.30    47.11    47.11    47.11    47.12 99.9999 21.9283 2 99.9999 22.3118 2 18.0499  0.0881 1 16.3883  0.0195 1 0.5 0.1 0.1 0.5     0.01     0.01     0.07     0.04     0.00     0.01     0.00     0.06    16.57     3.39    63.77    98.98  2004 10 29 22 45 16
  31   30  5 34 41.000 -05 21 49.00 34 3   784.22   784.22   784.22   784.20   630.17   630.17   630.17   630.14 99.9999 21.8830 2 99.9999 21.6075 2 17.8562  0.0849 1 16.4212  0.0226 1 0.5 0.5 0.1 0.5     0.01     0.01     0.07     0.05     0.00     0.01     0.00     0.06    15.25     3.36    65.47   115.10  2004 10 30 00 00 16
  32   32  5 34 42.000 -05 24  2.00 29 2   179.86   179.86   179.86   179.86   178.18   178.18   178.18   178.18 99.9999 21.9963 2 99.9999 22.4410 2 99.9999 19.1475 2 19.4151  0.1102 1 0.5 0.1 0.5 0.1     0.01     0.01     0.06     0.03     0.00     0.01     0.00     0.05    13.28     1.63    30.75     7.99  2004 10 29 22 49 16
  33   33  5 34 42.000 -05 23 44.00 29 2   302.08   302.08   302.08   302.08   328.80   328.80   328.80   328.80 99.9999 99.9999 0 99.9999 21.6205 2 18.7593  0.1392 1 99.9999 99.9999 0 0.5 0.5 0.1 0.5     0.02     0.02     0.07     0.05     0.00     0.01     0.00     0.05     7.99     2.80    46.73    46.73  2004 10 27 15 53 16
  34   34  5 34 45.000 -05 21 29.00 34 3   243.15   243.15   243.15   243.15   497.68   497.68   497.68   497.68 99.9999 99.9999 0 99.9999 22.5232 2 99.9999 18.8944 2 19.0709  0.1040 1 0.5 0.1 0.5 0.1     0.02     0.02     0.08     0.06     0.00     0.01     0.00     0.05    46.73     2.10    38.91     6.02  2004 10 27 15 44 16
  35   35  5 34 44.000 -05 22 38.00 34 2   124.75   124.75   124.75   124.77   697.15   697.15   697.15   697.11 21.3309  0.1256 1 99.9999 21.4995 2 18.0864  0.0914 1 17.4106  0.0249 1 0.1 0.5 0.1 0.5     0.02     0.02     0.08     0.03     0.00     0.01     0.00     0.01    30.81     4.11    61.13    35.53  2004 10 27 16 12 16
  36   36  5 34 46.000 -05 21 29.00 34 3    55.06    55.06    55.05    55.05   364.00   364.00   363.82   364.00 99.9999 22.7180 2 99.9999 21.7258 2 15.5267  0.0209 1 14.8893  0.0123 1 0.1 0.5 0.5 0.5     0.02     0.02     0.08     0.07     0.00     0.01     0.00     0.06    17.83     3.17   357.50   675.72  2004 10 27 15 48 16
  37   37  5 34 45.000 -05 22 50.00 34 2   325.84   325.84   325.84   325.82   626.01   626.01   626.01   625.98 99.9999 22.7869 2 99.9999 21.6562 2 18.6471  0.1339 1 16.9259  0.0316 1 0.1 0.5 0.1 0.5     0.02     0.02     0.08     0.07     0.00     0.01     0.00     0.07    20.68     3.00    53.71    68.58  2004 10 27 15 53 16
  38   38  5 34 45.000 -05 22 47.00 34 2   303.04   303.04   303.17   303.01   603.23   603.23   603.18   603.18 99.9999 21.7828 2 99.9999 21.6875 2 17.2849  0.0647 1 17.5148  0.0500 1 0.5 0.5 0.1 0.5     0.02     0.02     0.08     0.07     0.00     0.01     0.00     0.07    24.61     3.90    92.07    48.64  2004 10 27 15 44 16
  39   39  5 34 46.000 -05 22 18.00 34 2   145.29   145.29   145.29   145.29   326.74   326.74   326.74   326.74 99.9999 22.7162 2 99.9999 21.6352 2 99.9999 18.9434 2 19.2009  0.0522 1 0.1 0.5 0.5 0.5     0.02     0.02     0.10     0.03     0.00     0.01     0.00     0.00    21.07     2.99    43.22     1.70  2004 10 27 16 12 16
  40   40  5 34 46.000 -05 23 25.00 34 2   665.29   665.85   665.99   665.80   759.10   759.11   758.80   758.83 18.8077  0.0304 1 19.0940  0.0383 1 14.9950  0.0165 1 14.7229  0.0126 1 0.5 0.1 0.5 0.5     0.02     0.02     0.09     0.08     0.00     0.01     0.00     0.07   144.66    45.68   463.92   421.42  2004 10 27 15 48 16
  41   41  5 34 48.000 -05 21 32.00 34 4   205.87   205.87   205.87   205.87   183.13   183.13   183.13   183.11 99.9999 21.9085 2 99.9999 99.9999 0 99.9999 18.9113 2 17.7374  0.0475 1 0.5 0.5 0.5 0.5     0.02     0.02     0.09     0.06     0.00     0.01     0.00     0.06    21.60    21.60    43.97    34.35  2004 10 27 15 53 16
  42   42  5 34 48.000 -05 23 17.00 28 2   713.06   713.19   713.81   713.15   501.01   501.03   500.85   500.90 18.6313  0.0273 1 17.5938  0.0189 1 13.9089  0.0121 1 13.2103  0.0109 1 0.5 0.5 0.5 0.5     0.02     0.02     0.10     0.12     0.00     0.01     0.00     0.07   256.17   222.61  1038.41  2772.78  2004 10 27 15 44 16
  43   43  5 34 46.000 -05 23 24.00 34 2   656.44   656.44   656.44   656.44   745.73   745.73   745.73   745.73 99.9999 21.8147 2 99.9999 21.5660 2 18.6747  0.1383 1 19.4397  0.1897 1 0.5 0.5 0.1 0.1     0.02     0.02     0.09     0.07     0.00     0.01     0.00     0.07    21.14     2.97    48.60     5.17  2004 10 27 16 12 16
  44   44  5 34 48.000 -05 23 33.00 28 2   585.43   585.43   585.43   585.43   404.07   404.07   404.07   404.07 99.9999 22.7328 2 99.9999 22.3784 2 99.9999 18.9580 2 99.9999 20.1842 2 0.1 0.1 0.5 0.5     0.02     0.02     0.09     0.04     0.00     0.01     0.00     0.06    21.02     3.40    40.82     5.00  2004 10 27 15 48 16
  45   45  5 34 47.000 -05 23 40.00 28 2   607.84   607.84   607.99   607.83   260.09   260.09   260.04   260.09 21.7375  0.1677 1 20.9042  0.1235 1 16.8918  0.0526 1 15.6514  0.0149 1 0.1 0.1 0.5 0.5     0.02     0.02     0.08     0.05     0.00     0.01     0.00     0.06    28.76     8.64   148.33   218.33  2004 10 31 19 03 16
  46   46  5 34 46.000 -05 23 57.00 28 2   548.37   548.37   548.37   548.39    45.03    45.03    45.03    45.00 99.9999 21.8300 2 99.9999 21.5651 2 18.7927  0.1578 1 17.2906  0.0334 1 0.5 0.5 0.1 0.5     0.02     0.02     0.08     0.04     0.00     0.01     0.00     0.06    17.23     3.71    50.75    46.49  2004 10 31 18 54 16
  47   46  5 34 46.000 -05 23 57.00 29 3   758.22   758.22   758.22   758.18   262.91   262.91   262.91   262.90 99.9999 21.8964 2 99.9999 21.6719 2 18.5987  0.1418 1 17.3310  0.0364 1 0.5 0.5 0.1 0.5     0.02     0.02     0.08     0.04     0.00     0.01     0.00     0.06    18.13     2.57    47.22    57.78  2004 10 31 19 22 16
  48   48  5 34 46.000 -05 24 31.00 28 1   626.86   626.86   626.84   626.91   661.15   661.15   661.86   661.09 20.7983  0.1331 1 19.6603  0.0813 1 16.0617  0.0246 1 15.0287  0.0133 1 0.1 0.1 0.1 0.1     0.00     0.00     0.02     0.03     0.00     0.01     0.00     0.06    15.30    14.85   137.50   263.94  2004 10 31 18 58 16
  49   48  5 34 46.000 -05 24 31.00 29 3   473.28   473.28   473.28   473.28   483.86   483.86   483.86   483.86 20.6669  0.0701 1 19.7203  0.0530 1 16.0194  0.0289 1 14.9846  0.0129 1 0.1 0.1 0.5 0.5     0.02     0.02     0.08     0.09     0.00     0.01     0.00     0.07    36.63    29.40   170.99   400.53  2004 10 31 19 03 16
  50   50  5 34 46.000 -05 24 31.00 28 1   602.95   603.05   603.20   603.23   642.73   642.99   643.87   643.05 17.8443  0.0150 1 16.7229  0.0157 1 13.6502  0.0116 1 13.1156  0.0107 1 0.1 0.5 0.5 0.1     0.00     0.00     0.02     0.03     0.00     0.01     0.00     0.06   268.48   372.15   944.85  1391.79  2004 10 31 18 54 16
  51   50  5 34 46.000 -05 24 31.00 29 3   484.02   484.02   484.02   484.02   491.93   491.93   491.93   491.93 17.7988  0.0157 1 16.7166  0.0135 1 13.6503  0.0114 1 13.1398  0.0106 1 0.5 0.5 0.5 0.5     0.02     0.02     0.08     0.11     0.00     0.01     0.00     0.08   422.27   529.41  1492.34  3456.42  2004 10 31 19 22 16
  52   52  5 34 48.000 -05 22 38.00 34 2   415.15   415.15   415.15   415.15   291.75   291.75   291.75   291.75 99.9999 21.7891 2 99.9999 22.5243 2 17.6611  0.0819 1 16.2562  0.0193 1 0.5 0.1 0.1 0.5     0.03     0.02     0.11     0.08     0.00     0.01     0.01     0.06    25.93     3.89    77.04   126.81  2004 10 31 18 58 16
  53   53  5 34 47.000 -05 22 51.00 34 2   503.10   503.10   503.10   503.10   386.29   386.29   386.29   386.29 99.9999 99.9999 0 99.9999 21.6525 2 99.9999 19.7244 2 19.0362  0.0496 1 0.5 0.5 0.1 0.5     0.03     0.02     0.11     0.03     0.00     0.01     0.00     0.01   126.81     3.97    46.38     1.66  2005 04 10 04 21 16
  54   54  5 34 51.000 -05 21 38.00 35 3   206.98   206.98   206.98   206.98   564.66   564.66   564.66   564.66 20.0228  0.0527 1 18.6251  0.0345 1 15.2883  0.0194 1 14.4218  0.0116 1 0.1 0.5 0.5 0.5     0.03     0.03     0.12     0.12     0.00     0.01     0.00     0.06    75.84    50.49   331.93   431.50  2005 04 10 03 21 16
  55   55  5 34 51.000 -05 21 39.00 35 3   210.85   210.85   210.85   210.85   561.81   561.81   561.81   561.81 20.2410  0.0583 1 18.6752  0.0368 1 15.2049  0.0184 1 14.4578  0.0118 1 0.1 0.5 0.5 0.5     0.03     0.02     0.12     0.12     0.00     0.01     0.00     0.07    73.66    50.49   331.93   427.67  2005 04 10 04 40 16
  56   56  5 34 50.000 -05 23 35.00 28 2   423.05   423.19   423.92   423.72   603.86   603.87   603.11   603.16 17.0529  0.0130 1 17.4966  0.0183 1 13.4531  0.0118 1 14.0068  0.0113 1 0.5 0.5 0.5 0.5     0.02     0.02     0.10     0.09     0.00     0.01     0.01     0.07   934.23   188.08  2465.59   984.09  2005 04 10 03 25 16
  57   57  5 34 51.000 -05 22 39.00 35 3   580.87   580.87   580.87   580.87    77.68    77.68    77.68    77.68 99.9999 21.5784 2 99.9999 22.4191 2 18.4748  0.1493 1 18.9960  0.0904 1 0.5 0.1 0.1 0.1     0.04     0.03     0.13     0.09     0.00     0.01     0.01     0.06    35.14     4.31    67.64     9.09  2005 04 10 04 21 16
  58   58  5 34 50.000 -05 24  1.00 28 2   193.87   193.99   194.73   194.44   476.16   476.16   476.01   476.00 15.3913  0.0107 1 14.6702  0.0106 1 12.5251  0.0111 1 12.2312  0.0103 1 0.5 0.5 0.5 0.5     0.02     0.03     0.10     0.19     0.00     0.01     0.01     0.10  4465.56  3770.41  3856.64  3880.00  2005 04 10 03 21 16
  59   59  5 34 52.000 -05 22 31.00 35 3   470.63   470.63   470.63   470.63    98.09    98.09    98.09    98.09 18.0671  0.0223 1 17.0583  0.0144 1 13.4544  0.0111 1 12.6659  0.0104 1 0.5 0.5 0.5 0.5     0.04     0.03     0.13     0.20     0.00     0.01     0.01     0.11   189.11   211.37  1746.88  2504.34  2005 04 10 04 40 16
  60   60  5 34 50.000 -05 24  3.00 28 2   171.06   171.21   171.97   171.86   476.81   476.83   476.14   476.19 18.3515  0.0227 1 18.3872  0.0288 1 14.4710  0.0134 1 14.3964  0.0116 1 0.5 0.1 0.5 0.5     0.02     0.02     0.10     0.11     0.00     0.01     0.00     0.07   243.34    63.68  1014.19   934.21  2005 04 10 03 25 16
  61   61  5 34 54.000 -05 21 35.00 35 4   379.81   379.75   378.99   379.14   189.70   189.85   189.95   189.94 16.7439  0.0119 1 17.0757  0.0150 1 13.2763  0.0110 1 13.5353  0.0107 1 0.5 0.5 0.5 0.5     0.04     0.04     0.16     0.16     0.00     0.01     0.01     0.07   949.41   272.82  3129.40  1770.28  2004 10 31 17 27 16
  62   62  5 34 52.000 -05 24 18.00 28 3   541.82   541.81   541.12   541.15   157.84   157.74   157.06   157.69 19.5567  0.0409 1 19.1475  0.0357 1 14.7953  0.0148 1 14.5124  0.0116 1 0.1 0.1 0.5 0.5     0.02     0.02     0.10     0.07     0.00     0.01     0.00     0.06    78.70    33.15   565.16   666.27  2004 10 31 17 18 16
  63   63  5 34 52.000 -05 24  3.00 28 3   700.83   700.85   700.09   700.12    83.11    83.04    82.88    83.03 17.5007  0.0144 1 16.5289  0.0126 1 13.4992  0.0109 1 13.0846  0.0105 1 0.5 0.5 0.5 0.5     0.03     0.02     0.10     0.12     0.00     0.01     0.00     0.08   437.60   466.04  2157.22  2853.21  2004 10 31 17 46 16
  64   64  5 34 55.000 -05 23 12.00 35 2   665.69   665.83   665.72   665.72   240.02   240.09   240.02   240.02 14.0447  0.0103 1 13.3124  0.0103 1 10.9498  0.0102 1 10.6135  0.0103 1 0.5 0.5 0.5 0.5     0.04     0.07     0.17     0.60     0.00     0.02     0.01     0.36  7811.99  4009.74  3971.21  3999.58  2004 10 31 17 22 16
  65   65  5 34 52.000 -05 24 43.00 28 3   400.07   400.07   400.07   400.07   356.86   356.86   356.86   356.86 17.9760  0.0174 1 18.0976  0.0235 1 14.1077  0.0122 1 14.2256  0.0113 1 0.5 0.5 0.5 0.5     0.02     0.02     0.10     0.09     0.00     0.01     0.00     0.07   166.71    54.10   514.16   742.96  2005 04 09 17 19 16
  66   66  5 34 54.000 -05 22 26.00 35 2   122.85   122.85   122.85   122.89   194.03   194.03   194.03   194.04 22.2059  0.2974 1 21.8088  0.2674 1 18.3882  0.1316 1 15.9466  0.0168 1 0.1 0.1 0.1 0.5     0.03     0.03     0.14     0.09     0.00     0.01     0.01     0.07    32.78     6.16    71.77   247.41  2005 04 09 17 10 16
