 470  470  5 35 26.000 -05 25 57.00 23 3   673.74   673.74   673.56   673.74   397.35   397.35   397.13   397.35 18.6128  0.0638 1 19.7905  0.1221 1 14.6909  0.0340 1 19.6915  0.1814 1 0.5 0.5 0.5 0.1     0.13     0.11     0.59     0.36     0.01     0.01     0.02     0.08   142.94    14.87   395.77     6.66  2005 04 10 11 27 16
 471  471  5 35 22.000 -05 25  9.00 23 2   460.78   460.26   460.99   460.77   432.09   432.22   432.10   432.09 19.3411  0.1351 1 18.0389  0.0308 1 14.0705  0.0381 1 13.7995  0.0111 1 0.1 0.1 0.5 0.5     0.44     0.41     1.39     1.13     0.01     0.02     0.04     0.12   460.53   132.17  1444.67  1231.99  2005 04 10 12 51 16
 472  472  5 35 23.000 -05 26 15.00 23 3   139.82   139.82   139.82   139.84   232.97   232.97   232.97   232.97 20.1678  0.2106 1 99.9999 21.2695 2 16.9872  0.2768 1 16.8848  0.0292 1 0.5 0.5 0.5 0.5     0.11     0.09     0.53     0.33     0.00     0.01     0.02     0.07    98.54     9.49   231.13    84.54  2005 04 10 11 31 16
 473  473  5 35 30.000 -05 24 23.00 3b 3   637.10   637.14   636.88   636.95   129.06   128.93   128.84   128.94 16.8379  0.0146 1 15.8418  0.0115 1 12.8421  0.0111 1 12.5246  0.0103 1 0.5 0.5 0.5 0.5     0.12     0.11     0.59     0.47     0.00     0.01     0.01     0.11  1192.05  1116.24  3815.70  3990.97  2004 10 27 22 17 16
 474  474  5 35 29.000 -05 25 46.00 22 2   267.91   268.13   268.77   268.23   360.11   360.10   359.97   360.02 18.6853  0.0366 1 18.1198  0.0268 1 13.9190  0.0141 1 13.5812  0.0108 1 0.1 0.1 0.5 0.5     0.10     0.09     0.41     0.28     0.00     0.01     0.01     0.08   306.49   125.42  1572.52  1538.07  2004 10 27 21 10 16
 475  475  5 35 31.000 -05 23 39.00 3b 3   293.03   293.11   292.97   293.01   417.74   417.07   416.92   416.99 17.9058  0.0313 1 16.8788  0.0151 1 13.5951  0.0185 1 13.1336  0.0106 1 0.5 0.5 0.5 0.5     0.11     0.10     0.57     0.44     0.00     0.01     0.02     0.09   473.00   415.96  2497.18  3475.94  2004 10 27 22 36 16
 476  476  5 35 29.000 -05 25 37.00 22 2   329.18   329.18   329.18   329.19   430.80   430.80   430.80   430.78 20.9852  0.1997 1 21.3551  0.1981 1 17.0521  0.1123 1 16.0054  0.0182 1 0.1 0.1 0.1 0.5     0.11     0.10     0.48     0.29     0.00     0.01     0.02     0.08   105.39    14.46   234.66   135.57  2004 10 27 21 14 16
 477  477  5 35 30.000 -05 24  2.00 3b 3   457.66   457.66   457.66   457.66   259.93   259.93   259.93   259.93 99.9999 99.9999 0 99.9999 21.9370 2 99.9999 17.3639 2 18.9872  0.1027 1 0.5 0.1 0.5 0.1     0.12     0.11     0.62     0.40     0.00     0.01     0.02     0.08   135.57    10.41   266.26    12.00  2005 04 10 12 32 16
 478  478  5 35 30.000 -05 25 38.00 22 2   235.76   235.99   236.15   236.09   537.03   537.02   536.84   536.87 16.1083  0.0123 1 16.4164  0.0130 1 12.7697  0.0123 1 13.3200  0.0107 1 0.5 0.5 0.5 0.5     0.10     0.10     0.44     0.33     0.00     0.01     0.02     0.09  2053.05   637.65  2950.01  2021.02  2005 04 10 11 27 16
 479  479  5 35 30.000 -05 25 11.00 22 2   437.16   437.16   437.25   437.18   731.06   731.06   731.00   731.03 19.5807  0.0686 1 20.3442  0.1127 1 15.6184  0.0458 1 15.8364  0.0177 1 0.1 0.1 0.5 0.5     0.14     0.15     0.53     0.45     0.00     0.02     0.01     0.08   180.30    23.00   447.09   184.98  2005 04 10 12 51 16
 480  480  5 35 30.000 -05 25 51.00 22 2   141.84   142.04   142.72   142.21   443.07   443.07   442.94   442.94 19.1947  0.0470 1 18.1655  0.0272 1 14.6060  0.0181 1 13.8100  0.0110 1 0.1 0.1 0.5 0.5     0.09     0.08     0.36     0.27     0.00     0.01     0.01     0.08   204.92   130.09   786.55  1138.75  2005 04 10 11 31 16
 481  481  5 35 30.000 -05 25 44.00 22 2   144.84   144.72   144.90   144.86   571.34   572.04   571.29   571.33 20.3550  0.1011 1 19.6150  0.0561 1 15.6266  0.0451 1 14.3774  0.0118 1 0.1 0.1 0.5 0.5     0.10     0.10     0.47     0.31     0.00     0.01     0.01     0.08   131.97    33.49   461.68   686.77  2005 04 10 12 32 16
 482  482  5 35 32.000 -05 26 10.00 22 3   615.05   615.04   614.85   614.87   301.97   301.83   301.65   301.78 17.7229  0.0200 1 16.6548  0.0135 1 13.4793  0.0123 1 12.9829  0.0105 1 0.5 0.5 0.5 0.5     0.08     0.07     0.38     0.27     0.00     0.01     0.01     0.08   575.52   432.89  1401.51  2386.65  2005 04 10 11 27 16
 483  483  5 35 34.000 -05 23 31.00 3b 4   198.98   198.98   198.98   198.99   235.98   235.98   235.98   236.00 21.9504  0.2172 1 20.3283  0.0794 1 17.7983  0.0807 1 17.0960  0.0325 1 0.1 0.1 0.1 0.5     0.03     0.05     0.10     0.16     0.00     0.01     0.00     0.07    33.11    21.49    95.12    88.57  2005 04 10 12 51 16
 484  484  5 35 28.000 -05 26 20.00 22 2    69.75    69.75    69.75    69.75    49.77    49.77    49.77    49.77 11.8873 99.9999 3 11.4159 99.9999 3 10.4444 99.9999 3 10.3110 99.9999 3 0.5 0.5 0.5 0.5     0.33     0.81     0.41     1.13     0.19     0.53     0.02     0.80  8686.75  4682.53  4534.45  4524.10  2005 04 10 11 31 16
 485  484  5 35 28.000 -05 26 20.00 23 3   764.88   766.16   764.44   764.42   739.17   739.42   738.35   738.43 11.5133 99.9999 3 11.2203 99.9999 3 10.0935 99.9999 3 10.1156 99.9999 3 0.5 0.5 0.5 0.5     0.41     0.96     0.40     1.22     0.18     0.46     0.03     0.95  8574.27  4551.95  4664.47  4637.85  2005 04 10 12 32 16
 486  486  5 35 30.000 -05 25 23.00 22 2   314.12   314.05   314.17   314.12   685.35   686.00   685.26   685.32 19.8587  0.0797 1 18.7943  0.0363 1 15.4013  0.0390 1 14.3824  0.0119 1 0.1 0.1 0.5 0.5     0.13     0.14     0.57     0.44     0.00     0.01     0.01     0.08   171.95    73.08   492.04   611.86  2005 04 10 11 27 16
 487  487  5 35 29.000 -05 24 56.00 22 2   651.05   651.29   651.81   651.24   680.03   680.05   679.77   679.83 18.5100  0.0377 1 17.5615  0.0220 1 14.1036  0.0184 1 13.4630  0.0110 1 0.1 0.5 0.5 0.5     0.13     0.12     0.56     0.41     0.00     0.01     0.01     0.09   381.86   176.35   976.80  1361.86  2005 04 10 12 51 16
 488  488  5 35 37.000 -05 24 57.00 3c 2   108.79   108.79   108.79   108.79   726.31   726.31   726.31   726.24 99.9999 22.2201 2 99.9999 21.3333 2 99.9999 17.9108 2 17.8640  0.0649 1 0.1 0.5 0.5 0.1     0.06     0.06     0.22     0.17     0.00     0.01     0.01     0.07    56.54     6.80    98.27    29.54  2005 04 10 11 31 16
 489  489  5 35 38.000 -05 26 27.00 21 3   490.02   490.02   490.02   489.99   217.17   217.17   217.17   217.16 99.9999 21.3086 2 99.9999 21.3845 2 99.9999 17.9444 2 18.3975  0.0696 1 0.5 0.5 0.5 0.1     0.05     0.05     0.26     0.14     0.00     0.01     0.01     0.06    47.90     5.31   112.52    20.22  2005 04 10 12 32 16
 490  490  5 35 37.000 -05 26 41.00 21 3   319.15   319.15   319.07   319.08   269.11   269.01   268.78   269.30 16.2228  0.0112 1 15.1207  0.0108 1 12.2179  0.0106 1 11.8841  0.0102 1 0.5 0.5 0.5 0.5     0.05     0.05     0.29     0.31     0.00     0.01     0.01     0.12  1664.86  2247.31  3719.10  3846.07  2005 04 10 11 27 16
 491  491  5 34 13.000 -05 24 30.00 2d 4   538.76   538.76   538.76   538.76   738.04   738.04   738.04   738.04 99.9999 22.2097 2 99.9999 22.4623 2 18.0685  0.0792 1 17.8346  0.0661 1 0.5 0.1 0.1 0.5     0.01     0.01     0.04     0.03     0.00     0.01     0.00     0.06     8.20     1.46    45.76     7.70  2005 04 10 12 51 16
 492  492  5 34 15.000 -05 24 43.00 2d 4   749.89   749.89   749.89   749.89   660.95   660.95   660.95   660.95 99.9999 23.0924 2 99.9999 99.9999 0 19.4402  0.2015 1 18.4786  0.0813 1 0.1 0.5 0.1 0.1     0.01     0.01     0.04     0.02     0.00     0.01     0.00     0.06     6.80     7.70    21.18    14.93  2005 04 10 11 31 16
 493  493  5 34 15.000 -05 24 16.00 2d 4   557.90   557.90   557.90   557.95   452.81   452.81   452.81   452.73 99.9999 99.9999 0 99.9999 22.5829 2 99.9999 19.4104 2 18.2804  0.0706 1 0.5 0.1 0.5 0.1     0.01     0.01     0.04     0.03     0.00     0.01     0.00     0.06    14.93     1.48    17.22    15.19  2004 10 27 22 17 16
 494  494  5 34 20.000 -05 24 48.00 2c 4   579.20   579.18   578.89   579.00   680.07   680.17   680.09   680.16 20.1633  0.0497 1 19.3153  0.0426 1 15.7097  0.0220 1 15.0447  0.0131 1 0.1 0.1 0.5 0.5     0.01     0.01     0.06     0.05     0.00     0.01     0.00     0.06    39.80    33.27   270.78   488.33  2004 10 27 21 10 16
 495  495  5 34 22.000 -05 24 33.00 2c 4   573.98   573.98   573.98   573.99   428.88   428.88   428.88   428.85 22.5885  0.2817 1 99.9999 21.6429 2 18.5438  0.1131 1 16.9906  0.0285 1 0.1 0.5 0.1 0.5     0.01     0.01     0.07     0.02     0.00     0.01     0.00     0.05    11.07     2.66    42.24    80.55  2004 10 27 22 36 16
 496  496  5 34 27.000 -05 24 22.00 2b 4   197.82   197.74   197.22   197.22   461.00   461.24   461.05   461.05 14.4507  0.0104 1 13.7462  0.0105 1 11.2294  0.0106 1 10.9998  0.0102 1 0.5 0.5 0.5 0.5     0.02     0.04     0.13     0.45     0.00     0.01     0.01     0.23  7542.87  3872.85  4027.53  3876.43  2004 10 27 21 14 16
 497  497  5 34 26.000 -05 24 19.00 2b 4    69.75    69.64    69.06    69.53   586.07   586.15   586.39   586.00 15.9635  0.0110 1 14.8971  0.0108 1 12.0197 99.9999 3 11.6720 99.9999 3 0.5 0.5 0.5 0.5     0.02     0.02     0.09     0.26     0.00     0.01     0.01     0.16  2214.65  1784.89  4109.13  4118.24  2004 10 27 22 17 16
 498  497  5 34 26.000 -05 24 19.00 2c 3   200.11   200.07   200.03   199.97   786.76   786.17   785.45   785.88 16.0322  0.0122 1 14.8276  0.0109 1 11.9345 99.9999 3 11.6108 99.9999 3 0.5 0.5 0.5 0.5     0.01     0.02     0.09     0.26     0.00     0.01     0.01     0.19  1269.41  2122.74  4140.48  4131.57  2004 10 27 21 10 16
 499  499  5 34 29.000 -05 23 56.00 2b 4   149.01   148.53   148.95   148.95    77.82    78.62    78.35    78.35 13.4168 99.9999 3 13.0797 99.9999 3 11.2944 99.9999 3 11.1888 99.9999 3 0.5 0.5 0.5 0.5     0.03     0.06     0.09     0.43     0.01     0.02     0.01     0.25  8338.53  4159.61  4174.94  4104.00  2004 10 27 22 36 16
 500  500  5 34 28.000 -05 24 57.00 2b 4   593.02   592.93   592.14   592.76   519.18   519.71   519.72   519.77 15.9206  0.0109 1 15.2034  0.0113 1 12.3765  0.0108 1 12.3053  0.0104 1 0.5 0.5 0.5 0.5     0.01     0.01     0.07     0.16     0.00     0.01     0.00     0.08  2164.78  1589.37  3740.30  3780.79  2004 10 27 21 14 16
 501  501  5 34 29.000 -05 25 51.00 01 4   530.07   530.07   530.05   530.05   105.11   105.11   105.01   105.12 22.3940  0.1671 1 21.1335  0.1279 1 17.0332  0.0512 1 15.9649  0.0163 1 0.1 0.1 0.5 0.5     0.00     0.00     0.05     0.02     0.00     0.01     0.00     0.06     9.09     6.98   111.57   190.37  2004 10 27 22 17 16
 502  502  5 34 29.000 -05 25 17.00 01 4   762.96   762.96   762.96   762.94   379.86   379.86   379.86   379.88 22.0382  0.1482 1 20.6191  0.0944 1 17.6703  0.1236 1 15.5040  0.0145 1 0.1 0.1 0.5 0.5     0.01     0.01     0.06     0.04     0.00     0.01     0.00     0.06     9.72    10.60    34.18   324.42  2004 10 27 21 10 16
 503  503  5 34 38.000 -05 24 23.00 2a 3   235.00   234.98   234.96   234.94   437.22   436.86   436.87   437.01 18.0125  0.0182 1 20.0798  0.1086 1 13.9542  0.0123 1 14.4390  0.0116 1 0.5 0.5 0.5 0.5     0.02     0.01     0.09     0.06     0.00     0.01     0.01     0.06   272.80     6.61  1325.51   998.82  2004 10 27 22 36 16
 504  504  5 34 37.000 -05 25 10.00 2a 4   732.93   732.93   732.93   732.93   230.87   230.87   230.87   230.87 99.9999 22.0785 2 99.9999 21.6825 2 99.9999 19.0043 2 19.0052  0.0937 1 0.5 0.5 0.5 0.1     0.01     0.01     0.08     0.04     0.00     0.01     0.00     0.06    13.57     2.70    36.47    12.73  2004 10 27 21 14 16
 505  505  5 34 34.000 -05 26 35.00 02 3   330.05   330.05   330.05   330.05   471.85   471.85   471.85   471.85 99.9999 22.1467 2 99.9999 21.6760 2 99.9999 19.3696 2 18.8791  0.0944 1 0.5 0.5 0.5 0.1     0.01     0.01     0.04     0.03     0.00     0.01     0.00     0.06    10.76     2.23    19.72     8.63  2005 04 10 15 33 16
 506  506  5 34 31.000 -05 26 36.00 01 1   286.61   286.95   287.04   287.21   277.81   278.84   279.08   279.05 19.5264  0.0289 1 17.9741  0.0235 1 14.5445  0.0132 1 13.7979  0.0109 1 0.1 0.1 0.5 0.1     0.00     0.00     0.01     0.02     0.00     0.01     0.00     0.06    45.94   122.46   514.63   776.71  2005 04 10 14 39 16
 507  506  5 34 31.000 -05 26 36.00 02 3   630.09   630.06   629.93   629.90   663.82   663.14   662.91   662.97 18.8845  0.0266 1 17.9901  0.0231 1 14.5559  0.0133 1 13.8312  0.0113 1 0.5 0.5 0.5 0.5     0.01     0.01     0.05     0.06     0.00     0.01     0.00     0.06   146.99   133.07   764.53  1459.86  2005 04 10 15 52 16
 508  508  5 34 37.000 -05 26 21.00 02 4   286.13   286.13   286.01   286.11   242.81   242.81   242.65   242.82 22.4591  0.2609 1 21.5943  0.1939 1 17.4346  0.0632 1 15.7974  0.0152 1 0.1 0.1 0.1 0.5     0.01     0.01     0.05     0.03     0.00     0.01     0.00     0.05    16.77     4.72    67.96   219.41  2005 04 10 14 43 16
 509  509  5 34 39.000 -05 26  4.00 02 4   230.69   230.69   230.11   230.70   631.07   631.07   630.98   631.06 21.7037  0.1500 1 20.6496  0.1216 1 17.0825  0.0606 1 15.4891  0.0143 1 0.1 0.1 0.1 0.5     0.01     0.01     0.07     0.04     0.00     0.01     0.00     0.05    21.34     8.11   107.01   263.14  2004 10 25 14 18 16
 510  510  5 34 41.000 -05 24 44.00 29 4   155.11   155.11   155.11   155.11   288.82   288.82   288.82   288.82 99.9999 22.0489 2 99.9999 99.9999 0 99.9999 19.8681 2 19.2753  0.1147 1 0.5 0.5 0.1 0.1     0.01     0.01     0.08     0.04     0.00     0.01     0.00     0.06    14.48    14.48    35.07     6.91  2004 10 25 14 08 16
 511  511  5 34 40.000 -05 26  0.00 02 4   183.03   182.94   182.78   182.89   770.92   771.13   770.93   771.01 19.1161  0.0365 1 19.7220  0.0572 1 15.4180  0.0192 1 15.3249  0.0139 1 0.1 0.1 0.5 0.5     0.01     0.01     0.07     0.05     0.00     0.01     0.00     0.06   140.53    24.21   353.71   391.47  2004 10 25 14 37 16
 512  511  5 34 40.000 -05 26  0.00 29 4   746.96   746.17   745.98   746.11   774.19   774.78   774.27   774.69 19.5475  0.0413 1 20.6206  0.1188 1 15.6022  0.0229 1 15.1678  0.0138 1 0.1 0.1 0.5 0.5     0.01     0.01     0.07     0.05     0.00     0.01     0.00     0.07    80.99     5.41   199.38   196.63  2004 10 25 14 12 16
 513  513  5 34 43.000 -05 25 27.00 29 4   712.36   712.36   712.14   712.35   235.71   235.71   235.75   235.72 99.9999 21.9869 2 21.8996  0.2870 1 17.6350  0.0710 1 16.5998  0.0218 1 0.5 0.1 0.1 0.5     0.01     0.01     0.07     0.03     0.00     0.01     0.00     0.05    13.10     5.12    67.50    75.09  2005 04 10 12 32 16
 514  514  5 34 44.000 -05 24 38.00 29 3   210.90   211.15   210.95   211.10   379.09   379.26   378.86   379.33 20.1324  0.0522 1 20.5296  0.0842 1 16.0449  0.0270 1 15.6445  0.0152 1 0.1 0.1 0.5 0.5     0.01     0.01     0.07     0.04     0.00     0.01     0.00     0.07    57.77    12.69   130.09   169.18  2005 04 10 11 27 16
 515  515  5 34 41.000 -05 26 52.00 03 3   230.04   230.01   229.94   229.90   393.80   393.11   392.97   393.03 19.3889  0.0378 1 18.5306  0.0294 1 14.8847  0.0142 1 14.3074  0.0114 1 0.1 0.1 0.5 0.5     0.01     0.01     0.06     0.06     0.00     0.01     0.00     0.06    99.69    75.34   668.68   955.82  2005 04 10 12 51 16
 516  516  5 34 42.000 -05 25 16.00 29 4   548.92   548.92   548.24   548.92   284.80   284.80   284.81   284.81 21.0788  0.0885 1 20.1389  0.0647 1 15.8338  0.0230 1 14.6068  0.0118 1 0.1 0.1 0.5 0.5     0.02     0.01     0.07     0.05     0.00     0.01     0.00     0.06    31.28    17.33   219.13   786.33  2005 04 10 11 31 16
 517  517  5 34 42.000 -05 25 17.00 29 4   502.86   502.86   502.86   502.89   362.82   362.82   362.82   362.77 99.9999 21.9451 2 99.9999 22.5279 2 99.9999 19.0036 2 17.9634  0.0599 1 0.5 0.1 0.5 0.5     0.02     0.01     0.08     0.04     0.00     0.01     0.00     0.06    16.58     1.88    35.31    24.74  2005 04 10 15 33 16
 518  518  5 34 40.000 -05 26 38.00 03 3   255.72   255.74   255.19   255.22   588.20   588.03   587.82   587.86 17.8528  0.0160 1 17.9981  0.0226 1 14.2041  0.0127 1 14.1434  0.0113 1 0.5 0.5 0.5 0.5     0.01     0.01     0.07     0.07     0.00     0.01     0.00     0.06   294.09   106.09   759.90   812.18  2005 04 10 14 39 16
 519  519  5 34 39.000 -05 24 25.00 29 1   758.24   758.75   758.72   758.59   451.03   451.44   451.67   450.86 13.9849  0.0105 1 13.0134  0.0107 1 10.4648  0.0106 1 10.2586  0.0107 1 0.5 0.5 0.5 0.1     0.00     0.01     0.02     0.21     0.00     0.01     0.00     0.17  7516.75  3928.82  4017.16  4090.29  2005 04 10 15 52 16
 520  519  5 34 39.000 -05 24 25.00 2a 3   413.01   413.01   413.00   413.00   587.36   587.17   587.26   587.26 13.9768  0.0105 1 13.0602  0.0103 1 10.6224  0.0111 1 10.4991  0.0103 1 0.5 0.5 0.5 0.5     0.02     0.06     0.10     0.72     0.00     0.02     0.01     0.43  7694.81  3828.45  3906.74  3901.13  2005 04 10 14 43 16
 521  521  5 34 39.000 -05 26 41.00 03 3   389.12   389.10   389.02   389.02   642.26   642.02   641.68   641.84 14.1176  0.0107 1 13.5967  0.0104 1 11.5857  0.0109 1 11.3618  0.0103 1 0.5 0.5 0.5 0.5     0.02     0.04     0.06     0.31     0.00     0.01     0.01     0.20  7931.50  3896.09  3929.71  3919.09  2005 04 10 12 32 16
 522  522  5 34 44.000 -05 26  6.00 03 4   542.90   542.90   542.86   542.90   449.71   449.71   449.16   449.66 21.6009  0.1281 1 21.5147  0.1907 1 16.6966  0.0432 1 15.3059  0.0136 1 0.1 0.1 0.5 0.5     0.01     0.01     0.07     0.06     0.00     0.01     0.00     0.06    22.34     3.66   127.56   272.38  2005 04 10 11 27 16
 523  523  5 34 45.000 -05 24 51.00 29 3   287.14   287.14   287.14   287.14   599.33   599.33   599.33   599.33 99.9999 22.7632 2 99.9999 99.9999 0 99.9999 19.1434 2 18.8780  0.0973 1 0.1 0.5 0.5 0.1     0.02     0.01     0.07     0.04     0.00     0.01     0.00     0.06    15.97   272.38    33.40     7.69  2005 04 10 12 51 16
 524  524  5 34 45.000 -05 24 55.00 29 3   283.23   283.26   283.13   283.16   646.25   646.17   645.81   645.99 18.6182  0.0257 1 17.5941  0.0179 1 14.2257  0.0128 1 13.7015  0.0109 1 0.5 0.5 0.5 0.5     0.02     0.01     0.07     0.07     0.00     0.01     0.00     0.06   144.78   150.39   802.83  1666.10  2005 04 10 11 31 16
 525  525  5 34 44.000 -05 26 21.00 03 4   375.70   375.70   375.70   375.70   412.11   412.11   412.11   412.11 22.3291  0.2333 1 99.9999 21.7369 2 18.2246  0.0948 1 19.2457  0.1146 1 0.1 0.5 0.1 0.1     0.01     0.01     0.07     0.04     0.00     0.01     0.00     0.06    16.13     2.49    49.45     7.37  2005 04 10 12 32 16
 526  526  5 34 45.000 -05 26 55.00 04 3   469.23   469.83   469.20   469.24   751.24   751.92   750.99   751.21 20.5055  0.0654 1 19.7467  0.0536 1 16.7046  0.0498 1 16.7253  0.0267 1 0.1 0.1 0.5 0.5     0.01     0.01     0.08     0.04     0.00     0.01     0.00     0.06    45.84    19.72   129.10    73.97  2005 04 10 11 27 16
 527  527  5 34 46.000 -05 26  4.00 03 4   351.04   351.04   351.01   351.11   748.92   748.92   748.92   748.96 20.6954  0.0696 1 21.4904  0.2235 1 15.8193  0.0235 1 16.3689  0.0211 1 0.1 0.1 0.5 0.5     0.01     0.01     0.08     0.05     0.00     0.01     0.00     0.06    36.37     4.69   232.97   117.51  2005 04 10 12 51 16
 528  527  5 34 46.000 -05 26  4.00 28 4   576.82   576.82   576.82   576.82   794.32   794.32   794.32   794.32 19.0236  0.1281 1 19.2699  0.0535 1 14.9629  0.0872 1 16.8640  0.0255 1 0.5 0.5 0.5 0.5     0.01     0.00     0.05     0.00     0.01     0.01     0.04     0.04   131.03    94.09   195.17    55.08  2005 04 10 11 31 16
 529  529  5 34 48.000 -05 24 56.00 28 4   173.75   173.75   173.75   173.80   170.83   170.83   170.83   170.82 99.9999 21.9143 2 99.9999 21.5652 2 18.5389  0.2332 1 18.0252  0.0623 1 0.5 0.5 0.5 0.5     0.02     0.02     0.08     0.07     0.00     0.01     0.00     0.06    17.73     3.12    37.45    25.03  2004 10 27 22 17 16
 530  530  5 34 48.000 -05 26 41.00 04 3    97.81    97.81    97.81    97.81   655.14   655.14   655.14   655.14 99.9999 99.9999 0 99.9999 22.4538 2 99.9999 18.9933 2 18.5168  0.0842 1 0.5 0.1 0.5 0.1     0.02     0.01     0.08     0.04     0.00     0.01     0.00     0.06    25.03     2.42    35.26    15.02  2004 10 27 21 10 16
 531  531  5 34 51.000 -05 25 12.00 28 3   170.01   170.04   169.99   169.99   563.33   563.16   562.89   563.03 16.4674  0.0114 1 16.3466  0.0125 1 12.9568  0.0114 1 12.9351  0.0105 1 0.5 0.5 0.5 0.5     0.02     0.02     0.09     0.13     0.00     0.01     0.01     0.08  1104.37   702.27  3312.19  3846.88  2004 10 27 22 36 16
 532  532  5 34 49.000 -05 26 26.00 04 4   686.77   686.22   685.87   686.03   191.99   192.14   192.73   192.79 18.1527  0.0177 1 19.2874  0.0375 1 13.8834  0.0113 1 15.3012  0.0134 1 0.5 0.1 0.5 0.5     0.01     0.01     0.07     0.05     0.00     0.01     0.00     0.06   249.81    33.09  1236.44   435.22  2004 10 27 21 14 16
 533  533  5 34 47.000 -05 26 32.00 04 3    74.17    74.17    74.17    74.15   760.17   760.17   760.17   760.14 21.8604  0.1978 1 21.6027  0.2768 1 17.8202  0.0815 1 16.8923  0.0316 1 0.1 0.1 0.1 0.5     0.02     0.01     0.08     0.05     0.00     0.01     0.00     0.06    19.04     3.54    62.11    66.23  2004 10 25 14 18 16
 534  534  5 34 50.000 -05 27  1.00 04 4   259.03   259.00   258.72   258.94   199.80   199.93   200.00   200.05 16.5472  0.0113 1 16.9277  0.0139 1 12.6531  0.0105 1 13.2174  0.0105 1 0.5 0.5 0.5 0.5     0.02     0.01     0.08     0.09     0.00     0.01     0.00     0.07  1540.79   517.96  3781.54  3066.19  2004 10 25 14 08 16
 535  535  5 34 52.000 -05 25  0.00 28 3   339.93   339.93   339.98   339.94   530.94   530.94   530.38   530.95 99.9999 21.7407 2 99.9999 21.5473 2 17.4967  0.0731 1 15.8790  0.0166 1 0.5 0.5 0.1 0.5     0.02     0.02     0.10     0.06     0.00     0.01     0.00     0.06    25.07     5.22    76.70   247.71  2004 10 25 14 37 16
 536  536  5 34 53.000 -05 26 27.00 04 4   333.71   333.71   333.74   333.99   679.97   679.97   680.00   680.11 21.0067  0.0890 1 99.9999 21.6141 2 16.6283  0.0516 1 17.5062  0.0460 1 0.1 0.5 0.5 0.5     0.02     0.01     0.10     0.05     0.00     0.01     0.00     0.06    42.23     4.05   151.77    45.23  2004 10 25 14 12 16
 537  537  5 34 53.000 -05 26 59.00 04 4    67.63    67.63    67.63    67.63   502.07   502.07   502.07   502.07 99.9999 99.9999 0 99.9999 99.9999 0 99.9999 19.7959 2 18.6483  0.0847 1 0.5 0.5 0.1 0.1     0.02     0.01     0.10     0.04     0.00     0.01     0.00     0.06    45.23    45.23    47.02    10.45  2004 10 27 22 17 16
 538  538  5 34 53.000 -05 26 37.00 04 4   210.16   210.16   209.97   210.15   690.08   690.08   690.02   690.07 22.1395  0.2410 1 20.6303  0.1051 1 16.8176  0.0583 1 15.6069  0.0152 1 0.1 0.1 0.1 0.5     0.02     0.02     0.10     0.06     0.00     0.01     0.00     0.06    25.31    10.87   163.85   249.05  2004 10 27 21 10 16
 539  539  5 34 54.000 -05 25 12.00 27 4   129.08   127.75   128.84   127.94   208.68   208.81   208.92   208.77 19.8618  0.0531 1 21.0945  0.1200 1 15.3441  0.0211 1 15.5602  0.0142 1 0.1 0.1 0.5 0.5     0.03     0.02     0.12     0.08     0.00     0.01     0.01     0.06    64.83     9.08   430.17   134.57  2004 10 27 22 36 16
 540  540  5 34 55.000 -05 25  8.00 27 4   131.77   131.77   131.77   131.77   137.74   137.74   137.74   137.74 99.9999 21.7079 2 99.9999 22.3883 2 99.9999 18.6955 2 19.4068  0.1095 1 0.5 0.1 0.5 0.1     0.03     0.02     0.12     0.08     0.00     0.01     0.01     0.05    25.99     3.01    52.35     7.04  2004 10 27 21 14 16
 541  541  5 34 55.000 -05 25 29.00 27 4   287.90   287.75   287.07   287.21   278.09   278.17   278.69   278.67 19.7649  0.0479 1 18.8486  0.0322 1 15.0809  0.0168 1 14.1526  0.0111 1 0.1 0.1 0.5 0.5     0.03     0.02     0.11     0.09     0.00     0.01     0.00     0.05    87.70    38.24   443.06   656.63  2005 04 10 12 32 16
 542  542  5 34 58.000 -05 25 33.00 27 3   170.96   170.96   170.97   170.98   598.86   598.86   598.75   598.85 20.6313  0.0875 1 19.9633  0.0631 1 15.8795  0.0393 1 14.5355  0.0118 1 0.1 0.1 0.5 0.5     0.04     0.03     0.15     0.11     0.00     0.01     0.01     0.06    60.22    18.54   227.49   665.55  2005 04 10 11 27 16
 543  543  5 34 56.000 -05 26 37.00 05 4   664.88   665.05   664.20   664.89   364.66   364.07   364.17   364.63 20.9909  0.0953 1 19.9159  0.0573 1 16.1860  0.0334 1 15.0638  0.0128 1 0.1 0.1 0.5 0.5     0.03     0.02     0.11     0.08     0.00     0.01     0.00     0.06    50.20    25.82   172.30   343.21  2005 04 10 12 51 16
 544  544  5 34 58.000 -05 26 35.00 05 4   560.94   560.94   560.94   560.92   549.97   549.97   549.97   549.97 21.7877  0.1826 1 21.5799  0.2319 1 16.6411  0.0621 1 17.9899  0.0647 1 0.1 0.1 0.5 0.5     0.03     0.02     0.13     0.07     0.00     0.01     0.01     0.06    27.51     4.82    72.76    25.94  2005 04 10 11 31 16
 545  545  5 34 59.000 -05 25 40.00 27 3   297.03   297.05   296.97   296.98   772.91   772.27   771.97   772.02 17.7758  0.0177 1 17.1462  0.0161 1 13.6569  0.0130 1 13.4111  0.0110 1 0.5 0.5 0.5 0.5     0.04     0.03     0.16     0.14     0.00     0.01     0.01     0.08   395.97   174.21  1789.49  2144.83  2004 10 27 22 17 16
